ID,pKa_pred,pKa_real
3n2v,7.496,7.510
3n35,3.524,3.370
3n3g,7.299,7.240
3n3j,9.037,8.480
3n76,6.810,6.850
3n7o,7.113,7.140
3n8k,4.354,4.050
3nee,5.182,5.340
3neo,5.813,5.920
3nex,5.841,6.000
3ng4,5.499,5.430
3nhi,8.094,8.430
3ni5,7.850,7.550
3nkk,4.692,4.700
3npc,8.244,8.340
3nsn,7.100,7.190
3nu3,9.715,9.820
3nu4,8.330,8.820
3nu5,8.082,8.350
3nu6,9.448,9.300
3nuj,9.233,9.390
3nuo,9.645,9.800
3nw3,6.347,6.490
3nx7,7.878,8.100
3nyd,3.671,3.480
3nyx,7.307,7.490
3nzk,9.341,9.270
3o4k,7.575,7.620
3o5n,4.798,4.760
3o75,6.312,6.680
3o7u,6.855,7.280
3o84,7.457,7.240
3o8p,6.517,6.460
3o9a,10.382,10.700
3o9d,10.400,10.720
3o9e,11.002,11.300
3o9i,11.299,11.820
3o9p,6.433,6.520
3oaf,8.301,8.800
3oe4,7.960,7.470
3oil,5.746,5.680
3oim,6.643,6.740
3oku,6.399,6.360
3old,5.570,5.900
3ouj,6.267,6.050
3ove,6.369,6.570
3ovn,2.658,2.550
3own,7.596,7.470
3oyq,8.537,7.990
3ozg,9.584,9.190
3ozp,6.822,6.620
3ozr,4.680,5.150
3ozs,5.306,5.330
3p17,4.405,4.480
3p2e,6.406,6.220
3p3g,9.703,9.740
3p3s,7.619,7.590
3p4v,4.954,5.100
3p5l,7.897,7.390
3p8o,8.892,8.720
3p8p,4.226,4.550
3p8z,6.454,6.090
3p9m,5.490,5.000
3pb7,5.842,5.740
3pb9,6.805,6.580
3pbb,7.528,7.020
3pcf,5.896,6.050
3pd8,6.713,6.460
3pd9,6.470,6.220
3pe1,9.650,9.650
3pfp,6.443,6.440
3pgl,5.371,5.300
3pgu,6.528,6.700
3pju,4.968,4.880
3pn1,7.017,6.960
3po6,7.241,7.060
3ppm,9.520,9.540
3ppp,5.483,5.220
3prs,7.660,7.820
3ps1,10.423,10.170
3pwd,6.889,6.660
3pwm,9.257,9.100
3pyy,6.839,6.860
3q2j,4.129,4.180
3q44,6.281,6.310
3q6w,7.720,7.570
3q71,5.176,5.220
3q7q,5.805,5.650
3qaa,11.352,11.540
3qbc,5.004,4.970
3qdd,8.324,8.770
3qfd,4.539,4.170
3qfy,5.869,6.120
3qgw,6.224,5.890
3qgy,8.144,7.800
3qkd,8.895,8.380
3qox,6.671,6.570
3qps,5.494,5.600
3qt6,5.126,5.370
3qto,4.197,4.130
3qtv,4.888,4.650
3qw5,6.569,6.450
3qwc,4.272,4.260
3qx9,3.967,4.050
3qxv,8.040,8.400
3r16,7.823,7.300
3r17,6.410,6.410
3r1v,6.576,6.920
3r24,5.430,5.250
3r4m,6.298,5.920
3r4n,6.887,6.890
3r5t,8.585,8.580
3r6u,5.046,4.520
3r88,4.918,4.820
3rbu,9.077,9.430
3rdo,9.955,9.850
3rdq,9.187,9.310
3re4,7.066,7.400
3rf4,6.102,6.250
3rlb,10.425,9.920
3rlp,7.252,7.080
3rlq,7.349,7.400
3rlr,7.422,7.520
3rm4,5.751,5.770
3rm9,4.613,4.770
3rr4,4.266,4.550
3rsx,4.212,4.410
3rtf,7.440,7.350
3rux,9.437,9.280
3rv8,5.028,4.920
3rwp,9.497,9.220
3ryy,7.911,7.420
3ryz,8.757,8.620
3rz0,8.108,7.550
3rz1,8.661,8.740
3rz5,8.239,7.890
3rz8,8.593,8.170
3s0e,6.324,6.550
3s43,8.298,8.600
3s54,9.182,9.640
3s5y,7.262,7.410
3s6t,7.372,7.350
3s72,6.615,6.400
3s73,8.649,8.700
3s75,7.188,6.820
3s76,5.347,5.050
3s77,7.413,7.210
3s78,6.672,6.470
3s8l,5.309,5.640
3s8n,5.912,6.210
3s9e,5.050,5.130
3si3,3.862,4.160
3sio,8.489,8.000
3sjf,7.750,7.640
3slz,6.997,6.990
3sm2,10.181,9.700
3spf,3.876,3.860
3std,10.805,11.110
3str,8.373,8.400
3su0,6.992,6.790
3su1,7.084,6.680
3su4,6.925,6.260
3su6,6.252,6.020
3sue,9.358,9.080
3suf,7.744,7.560
3sug,6.437,6.210
3sur,4.221,4.150
3sut,7.863,7.850
3suv,4.636,4.550
3suw,4.817,4.700
3sv2,4.171,4.190
3sww,8.040,8.400
3sxf,8.840,8.600
3t01,4.493,4.480
3t09,2.992,3.800
3t0b,4.350,4.300
3t0d,2.226,2.370
3t0x,7.907,8.000
3t1a,8.744,8.370
3t2q,3.188,3.660
3t2w,7.337,7.460
3t3c,9.597,10.230
3t3u,8.993,8.600
3t5u,7.950,7.590
3t60,6.705,6.700
3t6b,6.547,6.360
3t70,6.274,6.300
3t82,6.898,7.000
3t83,6.783,6.980
3t84,7.110,6.970
3t85,8.091,7.950
3t8v,6.995,6.590
3ta0,3.547,3.470
3ta1,3.130,3.250
3tao,4.936,5.140
3tay,3.368,3.380
3tb6,4.635,5.080
3tcg,6.383,5.870
3tf6,6.211,6.400
3tfp,6.672,6.470
3tfu,2.990,3.280
3th9,7.437,7.700
3tif,5.327,5.380
3tk2,4.830,4.620
3tkw,5.195,5.270
3tmk,7.226,6.870
3ts4,9.558,8.720
3tsk,7.516,7.170
3tt4,8.309,8.280
3ttm,8.354,8.520
3ttp,8.513,9.120
3tu7,7.880,8.090
3twp,4.607,3.920
3tz0,5.157,5.040
3tzm,8.211,7.770
3u10,5.124,5.440
3u5j,5.392,5.610
3u6i,9.219,9.000
3u8j,8.107,8.510
3u8k,8.265,8.660
3u8l,8.218,8.050
3u8n,9.736,10.170
3u90,5.086,4.620
3u92,7.621,7.480
3u93,6.438,6.310
3ubd,5.633,5.540
3ucj,6.267,6.000
3udd,7.124,7.100
3uev,5.738,5.890
3uew,6.148,6.310
3ug2,8.422,8.250
3ui7,8.998,9.000
3uil,6.086,6.000
3ujc,4.590,4.590
3ujd,4.509,4.690
3umq,4.382,4.620
3usx,5.016,5.020
3uu1,5.054,5.200
3uug,4.777,4.510
3uw4,7.456,7.770
3uw5,8.092,7.850
3uxd,5.050,4.410
3uxl,5.510,5.570
3uyr,6.323,6.900
3uz5,7.269,7.220
3v2p,6.515,6.360
3v3q,6.519,6.600
3v4t,4.097,4.110
3v51,8.459,8.550
3vbd,8.352,8.070
3vd9,3.677,4.000
3vdb,2.291,2.520
3veh,4.924,4.960
3vf5,9.280,9.340
3vf7,8.910,9.100
3vfa,9.419,9.190
3vhc,8.993,8.890
3vhk,4.537,4.600
3vjc,7.794,7.720
3vje,8.297,8.010
3vtr,5.725,5.570
3vvy,4.613,4.840
3vw1,4.661,4.670
3vw2,4.753,4.750
3vx3,7.766,7.820
3w37,5.047,5.180
3w5n,3.851,3.870
3w9k,5.913,6.320
3w9r,6.129,6.180
3wgg,4.602,4.400
3wha,9.512,9.320
3wjw,4.084,3.870
3wtj,6.703,6.530
3wtl,7.179,7.040
3wtn,7.539,7.040
3wto,7.185,6.920
3wvm,5.451,5.710
3wz8,5.769,5.820
3wzn,6.848,7.000
3x00,8.881,9.080
3zbx,8.206,8.220
3zdg,6.613,7.100
3zdh,7.355,7.350
3zi0,7.682,7.400
3zj6,6.332,6.660
3zln,8.957,8.470
3zlr,9.934,9.260
3zm9,6.958,7.420
3znr,7.597,7.440
3zns,7.461,7.410
3zps,8.527,8.300
3zpu,8.221,8.380
3zq9,6.078,6.020
3zqe,3.789,4.230
3zsq,4.836,4.960
3zt2,2.838,2.840
3zv7,5.531,5.920
3zyf,5.206,4.850
3zyu,6.775,7.000
456c,10.118,9.770
4a4q,9.352,9.400
4a4v,6.870,6.540
4a4w,8.037,7.720
4a6b,8.083,8.380
4a6c,7.624,7.920
4a6l,8.304,8.000
4a6s,5.202,5.200
4a7i,8.680,8.700
4a95,5.856,5.760
4ab9,3.123,3.330
4aba,4.262,3.820
4abb,4.548,4.510
4abd,4.087,4.400
4abf,4.726,4.620
4abg,3.583,3.570
4acc,8.105,7.700
4ad6,4.736,4.780
4afg,7.903,8.300
4ag8,9.041,8.960
4agl,3.620,3.650
4agm,4.006,3.980
4ago,4.718,4.810
4agp,4.525,4.690
4agq,4.865,5.010
4ahr,2.393,2.190
4ahs,2.488,2.190
4ai5,2.971,2.920
4aia,3.791,3.660
4aj4,4.231,3.890
4aji,3.575,3.550
4alx,7.209,7.280
4aoi,8.689,8.400
4ap7,7.850,7.960
4aq4,6.405,6.170
4aq6,4.730,4.800
4asd,9.094,9.280
4ase,11.056,11.000
4att,6.995,6.980
4auj,7.540,7.740
4av4,6.826,7.030
4avh,7.525,7.230
4avj,6.954,7.440
4avs,4.016,3.490
4axd,4.365,4.430
4ayp,5.985,6.120
4ayu,5.095,4.730
4azb,6.928,7.240
4azc,6.072,5.860
4azg,6.975,7.100
4azi,7.337,7.450
4b0b,3.328,3.330
4b2i,2.952,3.000
4b32,3.206,3.340
4b33,3.405,3.370
4b34,3.383,3.140
4b35,2.830,2.890
4b3b,3.470,3.600
4b3d,2.651,2.680
4b5d,7.846,7.890
4b5s,3.984,3.490
4b5t,3.653,3.330
4b5w,3.631,3.330
4b6o,7.247,7.000
4b6p,7.232,7.130
4b6r,6.120,5.850
4b6s,5.751,6.010
4b73,7.486,7.210
4b74,7.659,7.660
4b7j,7.645,7.950
4b7p,9.335,9.460
4b7r,9.418,9.640
4b8y,8.174,8.050
4b9z,4.342,4.090
4bah,9.128,8.700
4bak,9.327,8.910
4ban,9.296,8.610
4bao,8.703,8.370
4baq,9.582,9.010
4bb9,5.957,6.000
4bc5,4.763,4.600
4bcm,6.820,6.910
4bcn,8.162,7.920
4bcp,6.168,6.250
4bcs,6.928,6.990
4bf1,8.711,8.620
4bf6,8.433,8.350
4bi6,4.244,3.950
4bi7,4.844,4.580
4bks,3.804,3.820
4bkt,3.480,3.620
4bqh,5.745,5.590
4bqs,4.224,4.210
4br3,5.750,5.720
4bs0,5.469,5.700
4bt3,2.994,3.120
4bt4,3.560,3.340
4bt5,3.152,2.760
4btk,6.628,6.620
4bup,5.051,4.950
4buq,7.673,8.140
4c1u,6.789,7.090
4c1y,4.239,3.600
4c2v,8.894,9.000
4c5d,5.755,5.400
4c6u,4.897,4.590
4c9x,7.834,7.320
4ca6,6.934,6.740
4ca8,6.935,6.680
4cc5,4.569,4.420
4cd0,10.014,9.700
4cg8,7.042,6.960
4cg9,6.127,6.210
4cga,6.269,6.400
4cgi,3.139,3.120
4cj4,3.180,3.360
4cjp,3.295,3.320
4cjq,3.549,3.590
4cjr,3.078,3.100
4ck3,3.437,3.570
4cl6,5.692,5.390
4clj,9.026,9.150
4cmo,8.860,9.070
4cp5,3.347,3.340
4cp7,7.928,8.110
4cpr,6.850,7.460
4cps,7.914,8.270
4cpt,7.293,7.700
4cpw,7.043,7.500
4cpz,7.749,7.680
4cr5,4.216,4.150
4cr9,4.073,4.100
4cra,7.604,7.220
4crc,9.342,8.720
4crf,9.937,9.300
4csd,5.733,5.910
4css,7.734,8.460
4cst,8.589,8.890
4cu7,7.138,7.590
4cu8,4.330,4.470
4cwf,4.220,4.490
4cwn,5.456,5.590
4cwo,5.095,5.210
4cwq,7.456,7.060
4cwr,8.141,8.300
4cws,8.028,7.920
4cwt,7.003,6.750
4czs,4.928,5.000
4d1j,6.178,6.310
4d4d,5.712,5.960
4d7b,7.700,7.680
4d8z,6.132,6.290
4daf,7.023,7.120
4db7,6.147,6.560
4dcs,5.031,5.100
4ddh,3.383,3.300
4ddm,2.504,2.460
4de0,5.403,5.890
4de5,3.020,3.150
4der,6.526,6.310
4dfg,11.689,11.740
4dhl,4.703,4.480
4djo,10.986,11.520
4djp,10.563,10.550
4djq,10.138,10.320
4dju,5.364,5.440
4djw,6.360,6.280
4djy,8.123,8.270
4dko,6.742,6.520
4dkq,6.893,6.600
4dkr,6.770,6.520
4dld,5.671,5.820
4dmw,4.976,4.940
4do4,7.382,7.290
4do5,5.792,5.830
4dq2,7.571,7.520
4dst,3.138,2.960
4dsu,2.856,2.820
4duh,5.320,5.180
4dv8,9.014,9.240
4dy6,4.253,4.400
4e1k,6.150,6.300
4e4n,8.817,9.050
4e5w,7.667,7.660
4e67,6.541,6.480
4e6d,9.290,8.920
4e70,5.132,5.280
4e7r,7.906,7.700
4e9u,6.246,5.820
4ea2,6.605,6.440
4eb8,9.620,9.820
4ef6,2.795,2.920
4egk,7.542,7.720
4ehz,7.513,8.000
4ej8,5.490,5.390
4ek9,4.140,4.420
4elf,8.284,8.030
4elh,8.388,8.090
4eoh,4.298,4.300
4eor,6.354,6.300
4epy,3.380,3.470
4er1,6.488,6.620
4er2,9.176,9.300
4etz,6.044,6.300
4eu0,6.278,6.400
4euo,5.289,5.050
4ew2,6.968,6.680
4ewn,6.604,6.700
4exs,4.345,4.410
4ezr,5.259,5.200
4ezz,5.078,5.190
4f1l,5.200,5.120
4f2w,11.425,11.300
4f39,5.729,5.700
4f3c,11.924,11.820
4f3k,10.256,10.160
4f6u,6.331,6.150
4f6w,7.530,7.520
4f7v,5.301,5.380
4f9u,5.771,6.030
4f9w,7.066,6.940
4f9y,6.519,6.740
4fai,6.955,6.990
4fcq,7.221,7.000
4few,4.923,5.210
4fk6,9.833,9.700
4fl1,3.489,3.280
4fl2,3.447,3.660
4fnn,7.434,7.570
4fp1,5.051,4.570
4fs4,6.706,6.570
4fsl,8.150,7.700
4fxp,4.206,4.090
4fys,4.903,4.820
4g0p,2.672,3.010
4g0q,2.272,2.520
4g0y,2.199,2.300
4g5f,2.934,3.050
4g8v,5.914,5.800
4g8y,4.591,4.590
4g90,4.749,4.510
4gbd,11.684,11.320
4ge1,6.421,6.430
4gfo,6.881,6.620
4gg7,8.488,8.200
4ggz,10.411,10.180
4ghi,7.427,7.090
4gih,8.150,8.320
4gii,8.528,8.740
4gj2,8.688,8.600
4gj3,8.983,8.850
4gkh,4.625,4.670
4gkm,5.421,5.170
4gny,4.199,4.220
4gq4,8.066,7.660
4gql,9.101,9.590
4gqp,9.407,9.600
4gr3,8.099,7.810
4gr8,8.012,7.830
4gu9,4.488,4.370
4gue,5.402,5.240
4gzp,8.175,7.840
4gzt,8.078,7.770
4gzw,3.859,4.520
4gzx,3.240,3.190
4h3f,9.166,9.000
4h3g,8.205,8.220
4h3j,7.344,7.050
4h42,3.497,3.470
4h75,6.526,6.600
4h7q,5.411,5.060
4h81,4.795,5.120
4h85,5.169,5.150
4hdb,7.955,8.050
4hdp,7.253,7.510
4heg,8.581,8.920
4hf4,8.636,8.620
4hfp,7.195,7.380
4hge,8.366,7.920
4hj2,2.553,2.530
4hla,10.640,10.800
4hp0,6.105,6.120
4hpi,5.061,4.850
4ht0,8.241,8.000
4ht2,6.380,6.540
4hwp,7.710,7.760
4hws,8.926,9.100
4hy1,9.026,8.700
4hym,8.265,8.220
4hzm,4.732,4.630
4i3z,4.414,4.290
4i54,7.008,6.960
4i5c,9.128,8.820
4i71,7.958,7.740
4i72,9.369,9.050
4i7j,3.307,3.320
4i7k,3.041,3.040
4i7l,3.958,3.990
4i7m,4.440,4.140
4i7p,3.600,3.500
4i8n,4.556,4.460
4i8w,10.843,10.900
4i8z,11.196,11.050
4ibb,3.630,3.570
4ibc,2.914,2.980
4ibf,4.495,4.430
4ibi,4.223,4.140
4ibj,4.241,4.330
4ibk,4.268,4.300
4idn,5.308,5.240
4ido,4.930,4.930
4igt,7.941,7.890
4ih3,4.858,4.820
4ih5,3.582,4.110
4ih7,4.933,5.240
4iic,4.676,4.850
4iid,5.485,5.620
4iif,5.009,5.180
4ij1,5.144,5.400
4in9,5.092,4.970
4io2,6.891,6.700
4io3,6.136,6.060
4io5,5.709,5.030
4io7,3.801,3.680
4ipi,5.096,5.320
4ipj,4.715,4.870
4ipn,3.124,3.390
4ish,8.852,8.720
4isi,8.520,8.140
4isu,3.598,3.680
4itp,7.464,7.270
4iue,6.660,6.550
4iva,6.978,7.160
4ivb,8.588,8.720
4ivc,9.774,10.000
4ivd,9.308,9.520
4iwz,7.346,7.290
4j21,7.740,7.410
4j22,7.769,7.740
4j28,5.648,5.700
4j46,5.104,5.280
4j47,5.206,4.920
4j48,5.393,5.620
4j7d,4.807,4.700
4j7e,4.821,4.850
4jal,4.768,4.600
4je7,6.403,6.400
4je8,5.278,5.210
4jfk,6.518,6.440
4jh0,8.631,9.030
4jia,8.849,9.220
4jkw,4.287,4.160
4jn2,11.462,11.680
4jpy,4.265,4.430
4jsa,5.017,4.960
4jwk,7.830,8.320
4jx9,8.286,8.620
4jxs,4.950,4.740
4jym,5.152,5.040
4jyt,7.577,7.400
4jz1,6.786,6.700
4jzi,7.779,7.400
4k0o,2.795,3.000
4k0y,7.809,7.820
4k18,9.262,8.960
4k3h,6.695,6.850
4k3n,7.633,7.960
4k4j,5.869,6.120
4k55,5.200,5.510
4k5p,3.208,3.460
4k6i,5.841,6.200
4k77,6.593,6.630
4k7i,2.958,2.820
4k7n,3.525,3.480
4k7o,4.228,4.300
4k9y,7.326,6.950
4kao,6.261,6.110
4kax,4.724,4.770
4kb9,10.670,11.000
4kcx,4.526,4.430
4kfq,8.048,8.230
4kif,5.299,4.840
4kiu,3.762,3.850
4km0,5.783,6.040
4km2,5.849,5.840
4kmz,8.432,8.570
4kn0,7.011,7.400
4kni,7.805,7.780
4knj,7.819,7.950
4knm,8.084,8.000
4knn,7.955,7.780
4ko8,7.317,7.150
4kow,4.401,4.310
4kp5,5.954,6.080
4kqp,6.052,6.050
4ks1,8.595,8.820
4ks4,7.770,7.140
4ksy,8.488,8.420
4kwf,4.895,4.820
4kwo,6.281,6.450
4kx8,7.292,7.130
4kyh,5.722,5.920
4kyk,5.202,4.740
4kz3,2.770,2.770
4kz6,3.118,3.100
4kzu,6.564,6.500
4l2l,5.967,5.700
4l4v,6.403,5.780
4l4z,5.650,5.680
4l50,5.993,6.060
4l51,3.267,3.000
4l6t,7.104,7.490
4l9i,5.081,4.890
4lar,4.858,4.680
4lbu,6.616,6.560
4lch,10.564,10.620
4leq,6.594,6.540
4lhv,9.722,10.000
4lj5,6.199,6.290
4lk7,5.037,5.040
4lkk,5.979,5.920
4lko,7.969,8.220
4lkq,3.358,3.350
4ll3,10.878,11.570
4llj,3.353,3.420
4llk,3.308,3.000
4llp,4.667,4.800
4lm0,3.242,3.250
4lm1,3.654,3.230
4lm2,3.156,3.030
4lm4,3.186,3.040
4loi,6.820,6.770
4loo,8.221,8.150
4loy,7.990,8.090
4lps,5.484,5.740
4lvt,10.004,10.360
4lxz,6.793,6.740
4lyw,6.784,6.630
4lzr,4.612,4.700
4lzs,4.861,4.800
4m0e,5.979,6.220
4m0f,8.808,8.770
4m0r,4.935,5.210
4m13,6.552,6.700
4m2r,8.956,8.490
4m2w,7.634,7.280
4m3p,5.493,5.400
4m6u,2.664,2.740
4m7j,5.669,6.110
4m8h,7.395,7.600
4mc1,7.627,7.850
4mc2,7.927,8.190
4mc6,9.366,9.590
4mc9,9.404,9.440
4mdn,6.058,6.220
4mgd,4.806,4.690
4mhy,6.534,6.470
4mhz,6.688,6.870
4mjp,3.400,3.880
4mme,6.596,6.500
4mmm,3.440,3.820
4mn3,5.566,5.750
4mnp,7.121,7.340
4mo4,4.112,4.220
4mo8,7.745,8.000
4mpn,6.452,6.620
4mq6,6.572,6.470
4mr3,5.782,5.940
4mre,2.355,2.190
4mrg,2.899,2.960
4mrw,3.478,3.300
4mrz,3.436,3.520
4msa,3.274,3.300
4msn,4.138,4.030
4mss,6.464,6.400
4muf,6.527,6.340
4muv,5.889,5.760
4n6g,5.877,5.470
4n6z,7.869,7.800
4n7u,5.977,6.290
4n8q,3.409,3.420
4n9a,4.401,4.190
4na9,7.912,7.390
4nbk,4.165,3.870
4nbl,6.360,6.330
4nbn,4.515,4.360
4ndu,2.751,2.740
4ngm,9.877,10.350
4nh7,8.832,8.400
4nh8,8.719,8.520
4nj9,7.049,6.970
4nja,6.596,6.220
4nkt,5.708,5.970
4nnr,6.804,7.260
4non,5.398,5.240
4np2,2.568,2.260
4np3,3.850,3.300
4nra,4.320,4.190
4nuc,5.886,6.040
4nue,6.767,6.820
4nwc,5.540,5.760
4nxu,5.912,5.540
4nxv,5.616,5.420
4nyf,7.685,7.310
4o04,6.345,6.160
4o05,7.828,7.430
4o07,7.864,7.380
4o09,8.085,7.700
4o0a,7.133,6.720
4o0b,8.633,8.300
4o0y,7.232,7.220
4o2b,5.444,5.740
4o2c,8.365,8.000
4o3c,2.732,2.590
4o3f,5.681,5.560
4o61,4.236,4.300
4o6w,8.994,8.520
4o97,8.233,8.520
4o9w,7.383,7.160
4oc0,6.846,6.500
4oc2,8.366,8.280
4oc3,8.476,8.280
4oc5,7.432,7.070
4ocq,4.356,4.610
4oct,5.017,5.050
4oeu,7.465,7.660
4ogj,6.821,6.790
4oiv,5.779,5.080
4omj,5.004,5.260
4or4,4.606,4.570
4or6,5.184,5.310
4ovf,4.335,4.130
4ovg,3.741,3.690
4ovh,4.851,4.850
4owm,2.874,2.960
4owv,4.572,4.350
4ozj,5.344,5.400
4p58,4.602,4.600
4p5d,5.444,5.820
4p5z,7.598,7.410
4p6c,4.130,4.000
4p6w,9.247,9.150
4pb2,5.108,4.800
4pcs,7.991,7.850
4pee,8.453,8.320
4pft,8.667,8.640
4pg9,7.651,7.800
4phu,7.887,7.920
4pin,5.372,5.400
4pmm,7.980,7.570
4pnu,4.807,4.890
4poh,7.727,8.000
4poj,7.809,8.100
4pow,6.366,6.300
4pox,5.621,5.430
4pp0,4.538,4.400
4pp3,7.777,7.820
4pqa,5.658,5.550
4pum,6.892,6.730
4pv5,6.647,6.540
4pvx,6.390,6.760
4pvy,6.636,6.710
4pzv,5.744,5.700
4q08,6.202,6.300
4q0k,4.747,4.870
4q1x,10.522,11.150
4q1y,9.840,10.350
4q3t,6.276,6.480
4q3u,6.421,6.440
4q46,3.777,3.770
4q4o,7.877,7.460
4q4p,6.509,6.390
4q4q,5.843,5.790
4q4r,6.573,6.430
4q6e,6.348,6.180
4q7p,4.426,4.320
4q7s,4.751,4.420
4q7v,3.647,3.590
4q7w,2.764,2.640
4q90,2.244,2.150
4q93,4.847,4.650
4q99,6.202,6.280
4q9o,5.929,5.770
4qac,9.855,9.400
4qdk,6.246,5.850
4qem,7.490,7.800
4qer,7.278,7.540
4qev,7.189,7.660
4qew,6.840,7.070
4qf7,8.558,8.600
4qf8,7.285,7.510
4qfn,4.299,4.120
4qfo,4.359,4.270
4qfp,4.230,4.230
4qge,9.044,9.300
4qgi,3.527,3.900
4qij,5.549,5.540
4qj0,6.969,7.320
4qjw,7.769,7.800
4ql1,7.712,7.030
4qlk,3.429,3.240
4qll,3.513,3.380
4qnb,6.725,6.590
4qp2,3.237,3.030
4qpd,7.918,7.820
4qrh,5.152,5.150
4qsu,2.092,2.000
4qtl,6.980,6.920
4qxo,5.372,5.510
4qy3,6.893,6.820
4r06,6.655,6.290
4r0a,3.662,4.260
4r3w,2.972,3.000
4r4c,5.868,5.540
4r4i,5.890,6.270
4r4t,6.411,6.260
4r59,8.059,7.960
4r5a,8.819,8.700
4r75,7.048,7.240
4r76,7.829,7.850
4ra1,5.778,5.940
4rak,8.452,7.850
4rd0,6.513,6.620
4rd3,6.428,6.470
4rd6,6.143,6.280
4rdn,5.465,5.920
4re2,5.132,4.980
4re4,6.739,6.870
4rfc,8.397,8.240
4rfd,8.123,8.050
4rfm,10.555,10.050
4rfr,6.068,6.540
4riu,7.281,7.300
4riv,7.138,7.000
4rlt,5.129,4.960
4rlw,4.744,4.870
4rn4,7.010,6.940
4rpn,7.398,6.960
4rqk,5.855,5.820
4rqv,4.980,5.050
4rr6,6.098,6.000
4rra,4.912,4.870
4rrf,3.423,3.620
4rsk,4.329,4.320
4rux,8.035,7.920
4ruy,8.121,7.890
4rvr,7.085,6.870
4rwj,9.120,8.700
4rww,6.078,5.850
4ryd,11.430,11.260
4s1g,9.148,9.220
4sga,6.875,7.300
4std,10.793,10.330
4tim,2.554,2.160
4tkb,5.289,5.590
4tkh,5.534,5.740
4tkj,5.817,6.040
4tmk,8.270,7.700
4tpw,4.654,4.690
4trc,4.444,4.520
4ts1,4.911,4.940
4tt2,4.753,4.660
4tte,3.726,3.690
4tu4,4.028,3.760
4tun,5.259,5.410
4twp,9.983,10.000
4ty7,9.875,9.520
4tz2,3.375,3.460
4u0f,5.649,5.920
4u0w,3.194,3.000
4u1b,5.254,5.310
4u43,4.688,4.320
4u54,1.921,2.060
4u5n,2.850,2.480
4u5o,2.351,2.420
4u5s,2.540,2.410
4u69,4.075,4.260
4u6c,4.853,5.000
4u6w,4.286,4.210
4u6z,5.495,5.410
4u71,5.240,5.220
4u8w,11.005,11.240
4ua8,5.897,6.260
4ual,8.783,8.400
4uc5,5.771,5.480
4ucc,4.374,4.320
4ufh,6.504,6.420
4ufi,6.392,6.200
4ufj,4.316,4.280
4ufk,3.808,3.890
4ufm,3.641,3.720
4uin,7.374,7.620
4uj2,7.282,7.100
4uja,8.677,9.050
4ujb,7.577,8.000
4uma,5.587,5.410
4umb,3.919,4.000
4und,9.704,8.960
4uof,5.041,4.840
4uoh,4.700,4.770
4up5,2.575,2.600
4urz,2.794,2.520
4us3,5.543,5.320
4uyf,7.459,7.600
4v24,8.675,8.370
4w97,7.741,7.100
4w9c,4.467,4.650
4w9d,4.684,4.990
4w9f,5.398,5.490
4w9h,6.611,6.730
4w9i,5.994,5.960
4w9j,6.157,6.230
4w9k,6.448,6.540
4w9o,8.069,7.770
4w9p,8.136,7.800
4whs,4.364,4.120
4wiv,6.159,6.260
4wk1,6.169,5.890
4wkn,9.608,9.720
4wko,9.406,9.470
4wkp,9.578,9.550
4wn5,7.432,7.410
4wop,4.713,4.760
4wov,7.110,7.140
4wrb,6.247,6.190
4wt2,10.185,10.420
4x24,9.329,9.780
4x3k,4.669,4.560
4x48,7.034,6.770
4x50,7.128,7.750
4x5r,7.492,7.850
4x5y,8.638,8.030
4x5z,8.302,7.630
4x6m,8.784,8.240
4x6n,8.934,8.820
4x8o,6.523,6.600
4x8u,2.461,2.460
4x8v,6.901,6.890
4xar,6.884,6.970
4xas,6.206,6.590
4xip,6.752,6.630
4xiq,7.158,7.070
4xir,6.945,6.940
4xit,7.419,7.270
4xk9,9.561,9.070
4xmb,7.312,7.360
4xmr,3.894,4.070
4xoc,7.986,8.520
4xoe,4.737,5.000
4xt2,7.153,7.150
4xtx,10.587,10.570
4xty,9.507,9.210
4xtz,10.053,9.820
4xu0,9.361,9.110
4xu1,9.666,9.490
4xu2,9.329,9.230
4xxh,4.700,5.000
4xy8,6.590,6.400
4xya,5.746,5.860
4y0a,2.415,2.310
4y2q,3.279,2.920
4y3y,2.171,2.350
4y4j,2.522,2.470
4y59,5.683,5.240
4y79,7.551,7.960
4y8x,8.726,8.430
4ybk,7.954,7.820
4yc0,4.227,4.130
4yes,8.131,8.020
4ygf,7.733,7.680
4yhm,9.586,9.760
4yho,10.322,10.740
4yk0,3.818,3.740
4ykj,4.248,4.430
4ykk,2.623,2.770
4ymb,6.253,6.210
4ymg,4.932,4.680
4ymh,6.607,6.460
4yml,8.359,8.350
4ymq,5.661,5.800
4ymx,6.906,7.100
4ynl,4.670,4.620
4yo8,10.573,10.520
4yrd,4.204,4.570
4ysl,5.795,5.800
4ytc,7.807,7.890
4yth,8.405,8.700
4yxi,6.204,6.500
4yzu,5.222,5.050
4z07,8.035,7.990
4z0k,6.230,6.340
4z0q,8.176,8.170
4z1j,8.261,8.110
4z1k,8.389,8.330
4z83,7.466,7.400
4z93,7.526,7.350
4zae,9.034,8.440
4zb6,5.878,6.280
4zba,5.728,5.510
4zbi,6.483,6.510
4zeb,6.505,6.520
4zei,5.611,5.880
4zek,5.404,5.660
4zip,9.104,9.680
4zl4,7.398,7.860
